,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
88,Sección 260,37,38,6,60,19,80,205,14,3,0,0,38,3,10,7,2,15,537
89,Sección 261,38,33,21,59,27,122,470,7,4,0,0,34,6,18,6,0,20,865
90,Sección 262,33,52,14,48,26,68,409,5,2,1,1,39,1,14,7,4,6,730
91,Sección 263,33,41,7,50,21,75,329,2,1,0,0,41,0,14,7,0,10,631
92,Sección 264,33,30,16,51,21,110,578,3,0,0,0,28,2,5,10,0,30,917
93,Sección 265,13,13,9,32,16,54,204,6,0,0,0,0,0,0,0,0,6,353
94,Sección 266,20,28,3,12,16,59,184,3,2,2,0,10,1,1,1,0,8,350
95,Sección 267,39,73,16,53,40,173,534,0,3,0,0,18,1,4,3,3,14,974
96,Sección 268,34,25,1,22,7,38,229,1,1,0,0,13,1,3,3,0,4,382
97,Sección 269,59,76,8,72,45,116,557,7,6,0,0,40,1,7,9,0,77,1080
98,Sección 270,71,241,4,130,93,127,559,4,3,0,0,21,8,5,4,0,46,1316
99,Sección 271,81,263,1,172,124,151,663,4,6,0,0,21,4,11,7,1,52,1561
100,Sección 272,43,179,8,113,68,103,399,2,5,0,3,19,8,1,6,1,25,983
101,Sección 273,11,111,1,67,28,35,310,1,4,0,0,6,5,5,2,0,31,617
102,Sección 274,17,54,2,21,21,16,149,0,1,0,1,3,0,3,0,0,5,293
103,Sección 275,30,80,1,52,47,75,432,2,0,0,0,15,1,2,1,0,18,756
104,Sección 276,21,157,1,87,49,71,411,2,1,0,5,20,4,0,1,1,17,848
105,Sección 277,83,158,15,100,52,220,747,9,16,1,0,66,4,30,9,1,46,1557
106,Sección 278,31,72,10,29,18,54,281,5,3,0,1,22,5,6,8,0,13,558
107,Sección 279,17,47,0,5,21,36,145,1,1,0,0,13,0,3,1,0,9,299
108,Sección 280,192,349,39,148,119,496,1826,30,20,3,1,152,29,36,28,1,111,3580
109,Sección 281,177,159,15,62,42,153,535,26,5,0,1,85,7,18,16,1,33,1335
110,Sección 282,107,158,22,47,36,181,658,9,13,0,0,39,8,8,9,3,32,1330
111,Sección 284,45,40,7,14,12,42,215,4,2,3,0,15,3,5,4,0,9,420
112,Sección 285,32,57,5,8,5,55,147,9,0,0,0,23,5,0,0,0,8,354
113,Sección 286,132,204,17,55,52,287,869,17,9,0,2,54,1,8,17,0,19,1743
114,Sección 287,38,64,1,7,4,22,92,6,1,0,0,6,3,1,5,0,12,262
115,Sección 288,42,59,0,4,13,38,123,5,1,0,0,8,1,0,4,0,6,304
116,Sección 289,50,54,5,17,19,61,232,7,3,0,0,25,3,8,2,0,16,502
117,Sección 290,208,256,17,64,49,289,1013,27,13,1,0,67,6,13,18,3,24,2068
118,Sección 291,90,171,8,74,68,199,910,15,15,0,0,69,9,27,15,2,42,1714
119,Sección 292,60,65,5,12,18,84,275,0,6,1,0,11,4,2,14,0,23,580
120,Sección 293,33,63,4,8,10,48,177,1,3,0,0,16,2,6,1,0,12,384
121,Sección 294,49,57,2,4,5,39,102,5,2,1,0,12,0,2,0,0,5,285
122,Sección 295,50,64,4,15,13,55,150,10,4,0,1,15,2,2,3,0,1,389
123,Sección 296,30,78,2,13,21,55,144,7,1,0,1,11,2,4,6,0,13,388
124,Sección 297,116,127,6,47,21,125,504,5,7,0,0,27,2,4,3,2,17,1013
125,Sección 298,48,89,4,24,14,74,368,8,6,1,1,23,3,6,4,0,20,693
126,Sección 299,38,52,6,16,11,40,286,7,6,0,0,22,1,1,5,0,12,503
127,Sección 300,67,108,3,14,6,49,145,3,9,0,0,12,0,3,3,0,7,429
128,Sección 301,62,94,6,17,10,55,160,12,7,0,1,13,2,4,4,2,8,457
129,Sección 302,77,206,67,34,17,121,342,7,9,0,0,15,3,7,6,0,31,942
130,Sección 303,46,53,6,14,10,52,263,1,0,1,0,13,2,1,5,1,9,477
131,Sección 304,31,74,1,16,15,87,266,7,4,0,0,29,3,8,4,0,17,562
132,Sección 305,51,61,2,25,14,57,353,5,4,1,1,22,2,11,5,0,12,626
133,Sección 306,44,61,10,5,8,52,159,6,2,0,1,20,1,4,9,2,7,391
134,Sección 307,58,57,7,13,12,48,192,11,3,1,2,16,0,4,1,0,13,438
135,Sección 308,22,64,6,10,21,65,297,5,5,0,0,25,2,4,6,1,16,549
136,Sección 309,31,57,1,21,17,44,219,11,3,0,0,18,9,6,1,1,11,450
137,Sección 310,182,142,7,41,34,200,627,31,9,0,1,54,4,13,11,4,21,1381
138,Sección 311,76,91,18,30,43,127,596,10,7,0,0,41,3,5,13,4,30,1094
139,Sección 312,62,129,20,65,57,202,845,18,5,1,0,62,5,16,16,3,44,1550
140,Sección 313,29,53,7,16,18,70,259,3,11,0,0,9,0,6,3,0,6,490
141,Sección 314,65,96,5,26,10,81,384,18,5,0,0,27,0,5,10,1,12,745
142,Sección 315,184,244,9,44,32,237,688,33,11,0,0,50,1,10,6,0,28,1577
143,Sección 316,98,199,12,73,62,224,680,9,14,1,1,48,11,12,7,1,54,1506
144,Sección 317,23,55,1,19,16,31,235,4,2,1,0,14,0,4,4,0,11,420
145,Sección 318,14,62,3,16,22,40,253,6,3,1,1,9,3,3,4,0,13,453
146,Sección 319,12,92,3,24,22,39,260,1,3,0,0,31,5,2,4,0,17,515
147,Sección 320,21,49,1,19,11,38,283,0,0,0,0,14,2,4,3,0,3,448
148,Sección 321,8,20,8,13,18,33,204,2,0,2,0,14,2,0,7,3,15,349
149,Sección 322,14,19,2,19,8,23,178,1,0,1,0,9,0,1,2,0,8,285
150,Sección 323,16,31,2,20,10,62,207,0,3,1,0,28,2,1,3,1,17,404
151,Sección 324,33,51,13,27,89,62,259,10,2,0,0,22,7,8,1,1,17,602
152,Sección 325,20,22,5,12,18,37,204,3,1,0,0,7,0,5,0,0,10,344
153,Sección 326,23,45,6,31,8,41,218,3,2,0,0,22,4,5,1,0,19,428
154,Sección 327,4,26,1,8,2,15,130,2,1,0,0,3,0,2,1,0,6,201
155,Sección 328,18,32,3,20,11,45,249,2,6,0,0,10,3,6,2,2,14,423
156,Sección 329,54,96,7,30,43,139,485,7,8,0,2,27,4,10,12,1,28,953
157,Sección 330,2,5,4,3,3,5,91,0,0,0,0,1,0,0,1,0,1,116
158,Sección 331,6,5,1,7,7,11,80,0,1,0,0,2,0,0,0,0,2,122
159,Sección 332,4,6,0,9,9,25,100,1,0,0,0,6,2,1,0,0,8,171
160,Sección 333,10,11,1,9,13,13,89,1,0,0,0,4,3,3,0,0,6,163
161,Sección 334,87,70,15,53,29,100,637,2,7,0,0,24,8,15,4,3,48,1102
162,Sección 335,62,49,4,25,20,106,294,6,3,0,1,21,4,11,9,1,40,656
163,Sección 336,60,63,12,35,24,52,381,6,2,0,0,21,1,3,9,3,29,701
164,Sección 380,164,105,11,104,55,247,795,7,6,0,0,42,5,8,6,0,16,1571
165,Sección 381,86,70,12,91,52,237,766,7,4,0,0,46,3,11,6,3,17,1411
166,Sección 382,282,154,11,63,30,234,576,28,10,1,0,59,5,8,6,8,13,1488
167,Sección 383,73,51,7,68,30,139,407,13,4,1,0,54,2,11,11,5,13,889
168,Sección 384,91,121,6,21,23,164,589,13,10,1,0,30,2,4,1,0,15,1091
169,Sección 385,76,96,12,31,26,137,324,9,3,1,1,26,1,11,5,1,27,787
170,Sección 391,118,74,19,89,47,224,751,10,5,0,0,48,3,17,9,1,20,1435
171,Sección 392,192,68,2,14,8,66,169,17,1,0,0,12,0,1,1,0,4,555
172,Sección 393,77,60,9,61,42,144,450,10,5,1,0,33,0,8,10,3,17,930
173,Sección 394,157,88,8,95,64,239,705,18,5,0,0,48,1,15,10,2,17,1472
174,Sección 395,157,109,5,68,32,176,582,17,7,0,0,45,0,3,5,3,10,1219
175,Sección 396,133,90,5,55,40,202,553,6,2,0,0,28,2,4,4,2,15,1141
176,Sección 397,60,25,7,41,30,94,348,0,6,0,1,10,7,5,8,0,7,649
177,Sección 398,85,56,11,79,35,170,433,5,3,0,0,27,6,3,5,1,22,941
