,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
89,Sección 5827,307,739,27,145,142,542,1551,49,10,2,21,131,5,22,35,5,86,3819
90,Sección 5828,124,484,8,116,77,269,751,31,9,0,0,53,5,10,13,5,32,1987
91,Sección 5829,231,297,7,55,38,147,430,29,7,0,1,38,2,12,7,3,25,1329
92,Sección 5830,89,375,8,77,62,246,684,30,7,0,2,72,4,8,10,0,28,1702
93,Sección 5831,100,355,6,60,48,222,454,19,3,1,0,66,5,10,14,4,34,1401
94,Sección 5832,76,212,8,29,40,111,364,13,2,0,0,20,1,3,7,1,21,908
95,Sección 5833,58,179,6,52,67,148,449,3,7,0,0,29,4,4,8,1,16,1031
96,Sección 5834,162,639,10,179,165,492,1414,34,8,1,1,86,5,6,10,3,77,3292
97,Sección 5835,144,593,15,225,132,440,1566,29,10,3,1,82,17,20,20,5,70,3372
98,Sección 5836,117,529,13,186,180,476,1535,29,9,0,3,117,15,24,32,4,100,3369
99,Sección 5838,101,345,9,86,93,326,941,24,5,0,0,91,18,25,18,0,48,2130
100,Sección 5839,91,236,8,71,57,228,793,18,5,0,0,71,6,9,14,3,29,1639
101,Sección 5841,73,414,7,153,114,333,781,13,7,0,12,33,8,21,7,17,77,2070
102,Sección 5842,91,383,10,134,103,280,526,9,9,1,1,43,14,10,13,2,83,1712
103,Sección 5843,72,453,3,94,108,362,1139,30,5,0,2,96,8,19,17,11,64,2483
104,Sección 5844,115,552,11,124,106,308,773,34,16,2,0,76,6,19,32,5,63,2242
105,Sección 5845,907,825,21,122,100,366,1189,89,7,0,2,107,4,12,12,16,65,3844
106,Sección 5846,332,473,16,82,62,292,765,28,6,0,1,49,7,7,14,6,31,2171
107,Sección 5847,75,459,15,136,121,517,1165,22,14,0,1,78,8,18,17,2,66,2714
108,Sección 5848,51,342,10,120,105,371,970,12,6,1,0,66,5,8,16,4,71,2158
109,Sección 5849,130,887,50,264,222,756,1815,34,15,2,4,118,17,32,42,3,150,4541
110,Sección 5850,32,196,1,79,27,89,320,7,6,0,2,19,1,8,6,0,16,809
111,Sección 5851,148,550,7,210,100,373,757,25,12,0,1,69,4,11,11,0,62,2340
112,Sección 5852,5,53,1,9,5,24,43,1,0,0,0,2,0,0,0,0,7,150
