,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
120,Sección 887,1660,79,15,13,19,48,248,107,12,5,0,41,0,1,5,3,23,2279
121,Sección 888,865,24,4,6,4,29,100,28,2,0,0,9,0,0,4,3,2,1080
122,Sección 889,2212,80,24,17,17,59,244,105,12,3,0,23,1,2,5,1,28,2833
123,Sección 890,1866,78,11,21,20,76,272,114,13,3,0,23,0,1,6,6,12,2522
124,Sección 891,1055,45,12,5,11,29,136,43,9,5,1,20,2,1,2,2,6,1384
125,Sección 902,154,43,14,73,58,115,514,7,2,1,1,38,0,13,5,0,35,1073
126,Sección 903,153,35,12,31,28,78,274,3,8,2,1,12,1,5,4,8,27,682
127,Sección 918,69,22,2,38,32,46,427,7,2,0,1,40,2,26,6,0,17,737
128,Sección 919,337,71,7,44,42,120,605,34,9,1,0,65,3,8,9,5,35,1395
129,Sección 920,250,269,8,60,40,157,807,27,13,1,1,76,1,10,18,3,33,1774
