,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
120,Sección 2806,61,28,19,51,60,66,875,10,2,0,0,96,8,16,17,0,28,1337
121,Sección 2807,68,33,11,53,62,85,784,12,2,0,0,85,8,10,18,1,18,1250
122,Sección 2808,35,20,18,28,51,52,662,3,0,0,0,89,11,2,5,0,18,994
123,Sección 2809,97,51,33,62,74,120,947,14,1,1,1,126,8,23,33,0,40,1631
124,Sección 2810,56,30,10,26,31,33,500,5,3,0,0,37,6,4,7,2,18,768
125,Sección 2811,89,49,24,117,91,128,1252,14,3,0,0,146,14,24,32,1,38,2022
126,Sección 2812,84,45,44,72,90,95,1034,13,4,0,1,136,9,13,25,0,44,1709
127,Sección 2813,60,21,19,35,26,98,501,4,1,2,0,25,0,5,4,0,13,814
128,Sección 2814,57,30,11,48,44,55,671,2,3,0,0,44,6,4,11,1,12,999
129,Sección 2815,67,30,10,43,37,52,563,8,2,1,0,99,3,17,14,0,230,1176
130,Sección 2816,54,28,15,25,33,74,472,7,3,3,0,62,2,10,10,0,11,809
131,Sección 2817,99,53,18,69,89,113,847,15,5,1,0,87,6,7,16,0,28,1453
132,Sección 2818,114,42,36,63,57,97,1060,9,3,0,1,64,4,11,5,0,36,1602
133,Sección 2819,126,75,15,96,102,168,1476,22,4,2,1,214,17,23,35,0,51,2427
134,Sección 2820,64,41,20,66,49,96,844,11,0,0,0,114,4,10,13,0,27,1359
135,Sección 2821,114,66,30,105,98,181,1321,32,2,1,0,137,3,37,22,4,46,2199
136,Sección 2822,100,54,21,43,62,95,773,10,5,1,0,115,6,17,16,0,24,1342
137,Sección 2823,68,29,11,31,25,51,460,9,2,0,0,28,3,9,7,0,14,747
138,Sección 2858,135,56,17,40,41,80,641,23,7,0,2,130,5,8,16,1,25,1227
139,Sección 2859,48,25,29,36,59,59,584,12,0,1,0,91,6,23,16,0,32,1021
140,Sección 2860,59,37,20,42,39,64,530,12,1,2,1,21,4,2,7,0,17,858
141,Sección 2861,71,42,8,48,36,79,631,10,1,2,0,82,1,4,8,2,33,1058
