,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
132,Sección 855,217,24,4,78,135,235,990,16,1,0,1,49,11,11,15,1,15,1803
133,Sección 856,86,35,18,60,110,184,578,7,1,2,0,49,9,11,15,2,22,1189
134,Sección 857,154,21,6,70,92,117,443,6,9,3,1,32,5,8,7,0,34,1008
135,Sección 858,121,29,10,80,136,107,682,6,8,2,0,41,11,7,18,3,22,1283
136,Sección 859,194,41,24,133,114,178,766,10,1,5,1,57,23,26,17,0,46,1636
137,Sección 860,98,36,14,57,42,166,525,16,2,0,0,37,5,8,10,1,20,1037
138,Sección 861,97,23,10,32,28,118,409,5,3,1,0,43,3,9,8,1,23,813
139,Sección 862,155,37,8,66,63,149,525,20,2,0,0,16,27,4,0,2,24,1098
140,Sección 863,156,33,7,170,93,194,655,9,4,2,0,75,7,12,16,4,39,1476
141,Sección 864,116,30,8,75,72,160,555,5,7,0,0,88,8,11,8,0,45,1188
142,Sección 865,55,22,9,19,30,61,267,2,3,0,0,29,3,4,1,0,13,518
143,Sección 866,66,21,6,32,47,115,253,0,0,0,0,17,0,3,1,0,23,584
144,Sección 867,46,22,5,17,44,62,220,2,4,0,1,9,0,0,2,0,10,444
145,Sección 868,42,15,5,38,51,35,113,2,1,2,0,14,4,2,0,0,19,343
146,Sección 895,38,44,27,92,105,225,346,6,0,0,0,19,5,5,5,0,29,946
147,Sección 896,57,30,3,124,103,129,468,8,1,0,0,31,1,7,9,2,26,999
148,Sección 897,18,26,2,20,38,64,146,1,1,0,0,10,1,1,1,0,16,345
149,Sección 898,22,21,7,132,136,176,492,0,0,0,0,27,6,0,9,0,20,1048
150,Sección 899,33,17,5,137,241,172,507,3,2,0,0,40,2,2,14,0,14,1189
151,Sección 900,34,35,11,146,255,223,679,7,0,1,1,33,7,8,16,0,27,1483
152,Sección 918,113,57,17,117,98,182,624,14,4,2,0,66,4,18,18,0,27,1361
153,Sección 919,78,32,8,55,47,104,416,13,1,0,27,32,3,1,9,1,15,842
154,Sección 952,58,38,15,69,83,135,440,9,0,2,0,53,8,8,15,1,14,948
155,Sección 953,56,43,9,52,51,113,292,4,1,0,0,38,3,4,11,0,6,683
156,Sección 954,41,26,6,49,55,77,276,11,2,1,0,47,9,10,12,1,8,631
157,Sección 955,49,43,11,58,93,107,362,19,7,0,0,38,4,4,15,0,19,829
158,Sección 962,67,27,4,158,50,97,284,3,2,0,0,26,6,4,5,0,22,755
159,Sección 963,108,29,5,201,94,107,463,10,0,0,1,24,4,12,7,2,23,1090
160,Sección 964,62,24,5,151,60,90,336,3,0,2,1,14,10,18,1,0,27,804
161,Sección 965,28,28,8,125,205,198,605,9,3,0,0,48,14,11,19,0,47,1348
162,Sección 966,63,47,6,83,90,110,384,9,6,1,1,41,16,10,10,0,22,899
