,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
27,Sección 996,119,13,2,4,4,34,60,5,2,1,0,8,1,1,2,0,5,261
28,Sección 997,144,14,5,19,18,54,288,5,1,0,0,14,0,2,3,0,16,583
29,Sección 998,83,10,2,19,26,43,243,4,1,0,0,21,1,8,3,0,12,476
30,Sección 999,91,22,1,18,40,59,343,6,3,0,0,23,2,6,5,0,11,630
31,Sección 1000,639,63,7,41,48,250,894,31,6,2,0,62,0,14,14,9,44,2124
32,Sección 1001,105,8,1,7,3,27,87,4,1,0,0,6,1,3,1,0,5,259
33,Sección 1002,137,16,1,4,2,19,78,5,1,0,0,5,1,1,0,1,7,278
34,Sección 1003,146,15,7,10,5,30,94,2,0,0,1,2,0,3,1,0,3,319
35,Sección 1004,129,15,3,11,6,26,130,10,5,0,1,9,0,3,2,0,7,357
36,Sección 1005,165,13,6,8,14,55,221,9,0,0,0,20,1,3,1,0,12,528
