,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
132,Sección 1098,2,66,3,5,6,6,132,0,0,0,1,1,0,1,1,0,12,236
133,Sección 1099,2,131,2,14,10,10,190,4,1,0,0,5,1,5,1,0,12,388
134,Sección 1100,6,220,1,20,12,22,239,2,1,0,0,9,2,5,0,0,26,565
135,Sección 1101,6,58,2,9,0,5,67,2,1,0,0,3,1,1,1,0,6,162
136,Sección 1102,0,61,1,3,3,8,110,0,0,0,0,0,0,0,0,0,10,196
137,Sección 1103,0,77,0,0,0,2,54,0,0,0,0,0,0,0,0,0,5,138
138,Sección 1104,0,41,1,7,4,11,73,1,0,0,0,5,1,1,1,0,1,147
139,Sección 1105,0,39,1,3,1,5,106,1,0,0,0,1,0,0,1,0,4,162
140,Sección 1106,12,335,1,18,26,11,363,1,1,0,0,9,3,1,0,1,16,798
141,Sección 1107,0,207,0,2,0,13,219,0,0,0,0,0,0,0,0,0,18,459
142,Sección 1108,12,174,6,15,11,26,250,2,0,0,1,5,0,0,1,0,16,519
143,Sección 1109,18,306,12,39,34,56,367,6,2,1,1,12,4,2,9,1,43,913
144,Sección 1110,3,172,3,5,13,17,144,1,0,1,1,5,0,0,0,0,10,375
145,Sección 1111,12,400,10,35,26,67,301,12,5,1,1,19,2,5,0,0,36,932
146,Sección 1112,3,130,1,16,5,25,118,2,0,0,0,2,0,1,3,0,7,313
147,Sección 1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Sección 1114,4,90,3,14,14,16,213,0,1,0,0,3,2,1,3,0,10,374
149,Sección 1115,2,198,6,20,25,46,420,3,3,0,0,30,0,0,0,0,20,773
150,Sección 1116,8,127,2,9,16,39,200,6,2,0,0,12,0,0,2,0,10,433
151,Sección 1117,5,125,0,3,9,20,150,1,0,0,0,4,0,0,1,0,5,323
152,Sección 1118,9,114,4,16,15,74,179,4,0,0,1,8,2,0,2,0,20,448
153,Sección 1119,31,183,2,25,38,99,288,0,1,0,1,10,2,1,3,0,29,713
154,Sección 1120,23,96,1,18,36,55,316,3,1,0,0,14,2,4,3,1,12,585
155,Sección 1121,22,139,7,18,59,68,401,6,0,0,0,13,1,2,6,0,18,760
156,Sección 1122,3,42,0,7,7,15,97,1,0,1,0,0,0,0,3,0,6,182
157,Sección 1123,7,196,0,15,19,22,274,0,0,0,0,0,0,0,0,0,21,554
158,Sección 1124,2,182,5,7,4,17,140,2,1,0,0,2,0,1,0,0,6,369
159,Sección 1125,3,155,2,8,3,2,145,2,0,0,0,1,0,0,0,0,11,332
160,Sección 1126,0,53,0,4,5,17,89,4,0,0,0,2,0,0,1,0,4,179
161,Sección 1127,9,167,1,26,39,45,399,1,0,0,0,5,1,1,3,1,18,716
162,Sección 1128,3,69,3,9,9,30,117,1,0,0,0,2,0,1,0,0,5,249
163,Sección 1129,2,91,2,5,6,27,154,1,0,0,0,12,2,1,3,2,7,315
164,Sección 1130,6,136,2,12,8,31,214,2,1,0,0,6,1,5,3,1,13,441
165,Sección 1131,7,149,4,20,14,15,253,6,2,0,1,19,1,5,4,0,18,518
166,Sección 1132,48,48,1,2,8,3,104,0,0,0,0,0,0,0,2,0,9,225
167,Sección 1133,0,64,1,1,0,5,72,2,0,0,0,6,0,3,2,0,6,162
168,Sección 1134,4,217,4,24,18,30,209,5,1,0,0,7,3,6,3,0,9,540
169,Sección 1135,0,198,0,0,0,9,270,0,0,0,0,0,0,0,0,0,15,492
170,Sección 1136,1,101,2,10,9,37,135,2,0,0,0,0,0,0,0,0,16,313
171,Sección 1137,6,88,3,9,4,23,200,1,0,0,0,3,0,2,1,2,10,352
172,Sección 1138,9,180,7,22,16,72,536,0,1,0,0,13,1,9,1,0,41,908
173,Sección 1139,6,166,5,11,14,39,190,4,1,0,0,2,1,0,3,0,22,464
174,Sección 1140,3,62,0,8,6,16,74,1,0,0,0,6,0,1,1,0,3,181
175,Sección 1141,0,30,2,8,5,5,35,2,0,0,0,0,0,0,0,1,6,94
