,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
188,Sección 1664,0,33,9,96,7,32,120,3,0,0,0,4,6,0,0,0,29,339
189,Sección 1665,7,47,8,181,25,80,247,4,0,0,1,10,1,9,1,0,31,652
190,Sección 1666,5,27,3,71,13,115,149,0,0,0,0,0,0,0,0,0,19,402
191,Sección 1667,7,17,3,97,9,76,117,0,1,1,0,7,0,3,2,0,18,358
192,Sección 1668,6,5,4,52,11,83,78,0,0,0,0,0,0,0,0,0,25,264
193,Sección 1669,8,11,4,22,9,46,88,0,0,0,0,0,0,0,0,0,13,201
194,Sección 1670,7,34,2,70,13,20,103,7,1,0,0,9,3,2,1,3,9,284
195,Sección 1671,0,2,4,16,4,7,35,0,0,0,0,2,0,1,2,0,3,76
196,Sección 1672,1,10,3,50,6,31,46,0,0,0,0,0,11,0,0,0,0,158
197,Sección 1673,0,1,0,26,4,10,42,0,0,0,0,1,0,0,0,0,6,90
198,Sección 1674,15,162,4,302,13,109,279,2,0,0,0,2,0,0,0,0,49,937
199,Sección 1675,10,6,0,44,4,23,97,1,0,0,0,2,1,0,0,0,3,191
200,Sección 1676,15,66,11,176,36,117,511,2,1,0,0,9,0,17,2,0,72,1035
201,Sección 1762,2,14,53,102,186,118,120,32,0,1,0,70,5,0,3,0,82,788
202,Sección 1763,10,7,27,186,9,16,187,1,0,1,0,0,2,0,0,0,10,456
203,Sección 1809,47,623,28,192,175,166,2217,17,5,1,6,161,17,19,26,1,116,3817
204,Sección 1810,13,219,16,104,103,61,1186,3,0,0,0,41,8,9,12,1,64,1840
205,Sección 1811,26,217,10,58,78,69,828,7,0,0,2,57,7,6,9,0,14,1388
206,Sección 1812,17,242,3,88,62,67,1026,9,2,0,1,76,14,9,8,0,62,1686
207,Sección 1813,17,289,10,99,91,92,923,5,0,0,2,61,6,18,20,15,46,1694
208,Sección 1814,19,247,2,86,74,47,646,3,0,0,0,27,5,4,4,0,33,1197
209,Sección 1815,52,222,15,67,71,93,1067,15,1,1,0,63,6,17,11,1,30,1732
210,Sección 1816,10,212,5,85,72,66,736,5,0,0,2,47,5,1,4,0,33,1283
211,Sección 1817,10,303,10,41,52,43,683,3,1,0,2,34,7,5,5,0,25,1224
212,Sección 1818,12,186,19,144,227,22,741,0,0,0,0,9,0,0,0,0,76,1436
213,Sección 1819,11,409,33,173,316,55,968,1,2,0,4,9,10,4,5,18,143,2161
214,Sección 1820,7,347,14,70,232,26,633,0,0,0,5,15,2,7,3,0,73,1434
215,Sección 1821,3,398,11,61,72,42,1087,14,2,0,0,63,6,21,8,1,44,1833
216,Sección 1822,5,86,7,33,22,20,326,0,0,0,0,7,1,3,2,0,13,525
217,Sección 1823,0,50,2,18,16,13,257,0,0,0,0,4,0,2,3,0,4,369
218,Sección 1824,10,412,17,106,360,63,1571,3,4,0,1,65,8,11,37,0,79,2747
219,Sección 1825,1,29,2,15,12,10,132,0,0,0,1,7,1,1,1,0,7,219
220,Sección 1826,3,95,2,15,35,3,136,2,1,0,0,4,0,0,0,0,11,307
221,Sección 1827,1,69,1,17,14,3,90,0,0,0,0,3,1,1,0,0,4,204
222,Sección 1828,3,121,8,41,42,15,378,1,0,0,0,28,1,1,7,0,20,666
