,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
260,Sección 2091,5,21,10,29,149,25,94,1,1,0,1,15,10,0,7,0,17,385
261,Sección 2092,9,8,64,16,168,27,146,6,0,2,0,40,12,0,3,0,31,532
262,Sección 2093,2,24,17,9,128,8,51,1,0,0,2,18,5,1,3,3,16,288
263,Sección 2094,3,10,3,12,39,12,43,0,2,0,1,7,3,0,2,0,15,152
264,Sección 2095,10,9,14,14,86,4,10,0,2,0,0,16,7,0,4,0,17,193
265,Sección 2096,9,9,25,28,169,9,119,2,0,0,1,41,10,1,8,1,29,461
266,Sección 2097,4,9,10,22,340,7,71,1,0,0,0,33,12,1,11,0,38,559
267,Sección 2098,2,1,7,15,76,7,128,0,0,0,0,10,5,1,5,1,6,264
268,Sección 2099,2,3,4,13,121,2,90,0,0,0,0,13,7,2,4,0,12,273
269,Sección 2100,5,2,1,1,32,4,10,2,0,0,0,4,4,0,1,0,1,67
270,Sección 2101,1,0,5,3,92,1,11,0,0,0,0,1,0,0,0,0,3,117
271,Sección 2102,30,99,28,47,215,39,95,11,0,4,1,26,6,0,1,2,29,633
272,Sección 2104,3,26,6,18,115,9,52,0,0,0,0,13,4,0,7,0,16,269
273,Sección 2105,1,2,4,7,26,2,10,0,0,0,0,2,1,0,1,0,2,58
274,Sección 2107,1,13,2,21,35,7,35,1,0,0,0,8,1,0,0,0,5,129
275,Sección 2108,2,0,3,1,68,0,17,1,0,0,0,4,0,0,0,0,5,101
276,Sección 2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Sección 2110,3,6,4,14,193,6,77,3,0,0,0,30,7,2,9,0,13,367
278,Sección 2111,1,0,4,10,52,1,57,0,0,0,0,12,2,1,5,0,9,154
279,Sección 2112,1,2,2,7,43,2,27,0,0,0,0,12,4,0,1,0,4,105
280,Sección 2151,37,87,18,66,174,112,376,8,1,0,0,45,14,1,9,3,33,984
281,Sección 2152,42,94,31,85,290,186,544,7,1,0,3,54,12,5,19,2,44,1419
282,Sección 2153,18,48,15,33,142,83,265,4,1,0,1,35,7,1,9,0,24,686
283,Sección 2154,48,71,20,18,59,101,121,7,0,0,0,4,1,0,1,2,32,485
284,Sección 2155,19,59,16,51,113,111,203,4,1,1,0,16,7,5,7,1,36,650
285,Sección 2156,2,3,3,7,40,30,117,0,0,0,0,0,0,0,0,0,14,216
286,Sección 2157,22,37,25,57,121,218,350,2,0,1,1,31,3,3,8,25,40,944
287,Sección 2158,30,56,96,56,112,203,602,6,0,0,2,28,4,3,7,1,41,1247
288,Sección 2159,26,35,60,52,78,99,350,7,1,0,0,20,1,7,10,0,22,768
289,Sección 2673,10,33,20,93,37,160,214,4,2,0,1,13,13,5,4,0,36,645
290,Sección 2674,20,23,59,24,20,89,77,14,0,0,0,6,0,3,0,0,21,356
291,Sección 2733,57,69,32,78,51,157,186,15,1,0,0,48,9,11,7,1,51,773
292,Sección 2734,57,43,37,101,77,155,285,1,0,0,0,36,7,9,11,6,77,902
293,Sección 2742,32,12,6,14,42,23,44,5,5,0,1,6,1,1,5,8,14,219
294,Sección 2743,9,8,10,3,27,18,23,2,1,0,0,7,0,0,1,0,8,117
295,Sección 2744,17,0,3,4,14,11,24,1,2,0,0,4,1,0,4,0,1,86
296,Sección 2745,27,7,2,6,13,7,16,0,3,1,0,1,0,0,1,0,5,89
297,Sección 2746,21,14,20,27,37,57,139,0,0,0,3,11,2,0,1,12,16,360
